topo,n,rate,pat,sent,recv,time_taken,injection_rate,sustained_rate,if_worst_latency,queue_cumu_worst_latency,sum_queueing,worst_total_latency
hoplite_0,49,100,roadnet,1488254,1488254,34878,100,1,1,1,1,18
hoplite_0,49,100,dac,2420,2420,765,100,1,1,1,1,655
hoplite_0,49,100,ram2k,24210,24210,12445,100,1,1,1,1,10626
hoplite_0,49,100,soc,0,0,,100,1,1,1,1,
hoplite_0,49,100,stanford,273339,273339,7305,100,1,1,1,1,61
hoplite_0,49,100,wiki,26777,26777,7440,100,1,1,1,1,369
hoplite_1,49,100,add20,5171,5171,1409,100,1,1,1,1,749
hoplite_1,49,100,amazon,323200,323200,14030,100,1,1,1,1,180
hoplite_1,49,100,bomhof1,12446,12446,5501,100,1,1,1,1,4592
hoplite_1,49,100,bomhof2,8395,8395,1623,100,1,1,1,1,1299
hoplite_1,49,100,bomhof3,15342,15342,2350,100,1,1,1,1,1833
hoplite_1,49,100,google,0,0,,100,1,1,1,1,
hoplite_1,49,100,hamm,29772,29772,10635,100,1,1,1,1,7272
hoplite_1,49,100,human,0,0,,100,1,1,1,1,
hoplite_1,49,100,roadnet,1488254,1488254,34878,100,1,1,1,1,18
hoplite_1,49,100,dac,2420,2420,698,100,1,1,1,1,532
hoplite_1,49,100,ram2k,24210,24210,12352,100,1,1,1,1,10651
hoplite_1,49,100,soc,0,0,,100,1,1,1,1,
hoplite_1,49,100,stanford,273339,273339,7243,100,1,1,1,1,62
hoplite_1,49,100,wiki,26777,26777,6764,100,1,1,1,1,304
hoplite_0,64,100,add20,5530,5530,1179,100,1,1,1,1,528
hoplite_0,64,100,amazon,327552,327552,12826,100,1,1,1,1,195
hoplite_0,64,100,bomhof1,13376,13376,4999,100,1,1,1,1,4094
hoplite_0,64,100,bomhof2,8761,8761,1565,100,1,1,1,1,821
hoplite_0,64,100,bomhof3,15564,15564,2325,100,1,1,1,1,1947
hoplite_0,64,100,google,757277,757277,14900,100,1,1,1,1,73
hoplite_0,64,100,hamm,30517,30517,11325,100,1,1,1,1,7843
hoplite_0,64,100,human,359558,359558,60920,100,1,1,1,1,270
hoplite_0,64,100,roadnet,1488956,1488956,27056,100,1,1,1,1,29
hoplite_0,64,100,dac,2504,2504,737,100,1,1,1,1,594
hoplite_0,64,100,ram2k,26644,26644,11297,100,1,1,1,1,9060
hoplite_0,64,100,soc,441240,441240,65884,100,1,1,1,1,253
hoplite_0,64,100,stanford,274905,274905,6152,100,1,1,1,1,97
hoplite_0,64,100,wiki,29463,29463,5866,100,1,1,1,1,276
hoplite_1,64,100,add20,5530,5530,1166,100,1,1,1,1,578
hoplite_1,64,100,amazon,327552,327552,11858,100,1,1,1,1,239
hoplite_1,64,100,bomhof1,13376,13376,4795,100,1,1,1,1,4128
hoplite_1,64,100,bomhof2,8761,8761,1520,100,1,1,1,1,968
hoplite_1,64,100,bomhof3,15564,15564,2307,100,1,1,1,1,2002
hoplite_1,64,100,google,757277,757277,14711,100,1,1,1,1,72
hoplite_1,64,100,hamm,30517,30517,10894,100,1,1,1,1,7324
hoplite_1,64,100,human,359558,359558,57339,100,1,1,1,1,624
hoplite_1,64,100,roadnet,1488956,1488956,27056,100,1,1,1,1,29
hoplite_1,64,100,dac,2504,2504,670,100,1,1,1,1,500
hoplite_1,64,100,ram2k,26644,26644,10696,100,1,1,1,1,7512
hoplite_1,64,100,soc,441240,441240,60501,100,1,1,1,1,365
hoplite_1,64,100,stanford,274905,274905,5968,100,1,1,1,1,77
hoplite_1,64,100,wiki,29463,29463,5477,100,1,1,1,1,342
hoplite_0,4,10,random,4096,4096,9354,10,1,1,1,1,212
hoplite_1,4,10,random,4096,4096,9354,10,1,1,1,1,181
hoplite_0,4,20,random,4096,4096,5154,20,1,1,1,1,311
hoplite_1,4,20,random,4096,4096,5138,20,1,1,1,1,238
hoplite_0,4,30,random,4096,4096,3537,30,1,1,1,1,395
hoplite_1,4,30,random,4096,4096,3488,30,1,1,1,1,289
hoplite_0,4,40,random,4096,4096,2856,40,1,1,1,1,451
hoplite_1,4,40,random,4096,4096,2770,40,1,1,1,1,347
hoplite_0,4,50,random,4096,4096,2503,50,1,1,1,1,514
hoplite_1,4,50,random,4096,4096,2381,50,1,1,1,1,379
hoplite_0,4,60,random,4096,4096,2337,60,1,1,1,1,634
hoplite_1,4,60,random,4096,4096,2190,60,1,1,1,1,492
hoplite_0,4,70,random,4096,4096,2210,70,1,1,1,1,759
hoplite_1,4,70,random,4096,4096,2037,70,1,1,1,1,591
hoplite_0,4,80,random,4096,4096,2133,80,1,1,1,1,891
hoplite_1,4,80,random,4096,4096,1986,80,1,1,1,1,727
hoplite_0,4,90,random,4096,4096,2096,90,1,1,1,1,981
hoplite_1,4,90,random,4096,4096,1922,90,1,1,1,1,796
hoplite_0,4,100,random,4096,4096,2063,100,1,1,1,1,1040
hoplite_1,4,100,random,4096,4096,1888,100,1,1,1,1,867
hoplite_0,4,10,local,4096,4096,9353,10,1,1,1,1,176
hoplite_1,4,10,local,4096,4096,9351,10,1,1,1,1,176
hoplite_0,4,20,local,4096,4096,5116,20,1,1,1,1,211
hoplite_1,4,20,local,4096,4096,5116,20,1,1,1,1,200
hoplite_0,4,30,local,4096,4096,3466,30,1,1,1,1,249
hoplite_1,4,30,local,4096,4096,3455,30,1,1,1,1,216
hoplite_0,4,40,local,4096,4096,2761,40,1,1,1,1,333
hoplite_1,4,40,local,4096,4096,2725,40,1,1,1,1,279
hoplite_0,4,50,local,4096,4096,2354,50,1,1,1,1,382
hoplite_1,4,50,local,4096,4096,2283,50,1,1,1,1,304
hoplite_0,4,60,local,4096,4096,2087,60,1,1,1,1,438
hoplite_1,4,60,local,4096,4096,2056,60,1,1,1,1,377
hoplite_0,4,70,local,4096,4096,1946,70,1,1,1,1,491
hoplite_1,4,70,local,4096,4096,1863,70,1,1,1,1,417
hoplite_0,4,80,local,4096,4096,1814,80,1,1,1,1,572
hoplite_1,4,80,local,4096,4096,1721,80,1,1,1,1,477
hoplite_0,4,90,local,4096,4096,1776,90,1,1,1,1,660
hoplite_1,4,90,local,4096,4096,1671,90,1,1,1,1,551
hoplite_0,4,100,local,4096,4096,1713,100,1,1,1,1,692
hoplite_1,4,100,local,4096,4096,1624,100,1,1,1,1,601
hoplite_0,9,10,random,9216,9216,9696,10,1,1,1,1,372
hoplite_1,9,10,random,9216,9216,9696,10,1,1,1,1,210
hoplite_0,9,20,random,9216,9216,5221,20,1,1,1,1,670
hoplite_1,9,20,random,9216,9216,5115,20,1,1,1,1,476
hoplite_0,9,30,random,9216,9216,4037,30,1,1,1,1,933
hoplite_1,9,30,random,9216,9216,3739,30,1,1,1,1,688
hoplite_0,9,40,random,9216,9216,3585,40,1,1,1,1,1103
hoplite_1,9,40,random,9216,9216,3229,40,1,1,1,1,774
hoplite_0,9,50,random,9216,9216,3404,50,1,1,1,1,1408
hoplite_1,9,50,random,9216,9216,3026,50,1,1,1,1,1093
hoplite_0,9,60,random,9216,9216,3326,60,1,1,1,1,1671
hoplite_1,9,60,random,9216,9216,2898,60,1,1,1,1,1235
hoplite_0,9,70,random,9216,9216,3287,70,1,1,1,1,1838
hoplite_1,9,70,random,9216,9216,2847,70,1,1,1,1,1405
hoplite_0,9,80,random,9216,9216,3246,80,1,1,1,1,1971
hoplite_1,9,80,random,9216,9216,2833,80,1,1,1,1,1555
hoplite_0,9,90,random,9216,9216,3215,90,1,1,1,1,2093
hoplite_1,9,90,random,9216,9216,2752,90,1,1,1,1,1625
hoplite_0,9,100,random,9216,9216,3207,100,1,1,1,1,2187
hoplite_1,9,100,random,9216,9216,2776,100,1,1,1,1,1755
hoplite_0,9,10,local,9216,9216,9694,10,1,1,1,1,259
hoplite_1,9,10,local,9216,9216,9689,10,1,1,1,1,176
hoplite_0,9,20,local,9216,9216,5107,20,1,1,1,1,461
hoplite_1,9,20,local,9216,9216,5085,20,1,1,1,1,366
hoplite_0,9,30,local,9216,9216,3694,30,1,1,1,1,661
hoplite_1,9,30,local,9216,9216,3552,30,1,1,1,1,428
hoplite_0,9,40,local,9216,9216,3109,40,1,1,1,1,682
hoplite_1,9,40,local,9216,9216,2874,40,1,1,1,1,461
hoplite_0,9,50,local,9216,9216,2793,50,1,1,1,1,823
hoplite_1,9,50,local,9216,9216,2522,50,1,1,1,1,551
hoplite_0,9,60,local,9216,9216,2657,60,1,1,1,1,997
hoplite_1,9,60,local,9216,9216,2328,60,1,1,1,1,675
hoplite_0,9,70,local,9216,9216,2612,70,1,1,1,1,1168
hoplite_1,9,70,local,9216,9216,2258,70,1,1,1,1,818
hoplite_0,9,80,local,9216,9216,2546,80,1,1,1,1,1293
hoplite_1,9,80,local,9216,9216,2197,80,1,1,1,1,924
hoplite_0,9,90,local,9216,9216,2552,90,1,1,1,1,1414
hoplite_1,9,90,local,9216,9216,2127,90,1,1,1,1,1006
hoplite_0,9,100,local,9216,9216,2532,100,1,1,1,1,1509
hoplite_1,9,100,local,9216,9216,2109,100,1,1,1,1,1087
hoplite_0,16,10,random,16384,16384,9848,10,1,1,1,1,580
hoplite_1,16,10,random,16384,16384,9831,10,1,1,1,1,398
hoplite_0,16,20,random,16384,16384,5697,20,1,1,1,1,1128
hoplite_1,16,20,random,16384,16384,5406,20,1,1,1,1,754
hoplite_0,16,30,random,16384,16384,4886,30,1,1,1,1,1643
hoplite_1,16,30,random,16384,16384,4358,30,1,1,1,1,1125
hoplite_0,16,40,random,16384,16384,4668,40,1,1,1,1,2227
hoplite_1,16,40,random,16384,16384,4126,40,1,1,1,1,1651
hoplite_0,16,50,random,16384,16384,4616,50,1,1,1,1,2643
hoplite_1,16,50,random,16384,16384,4044,50,1,1,1,1,2080
hoplite_0,16,60,random,16384,16384,4498,60,1,1,1,1,2839
hoplite_1,16,60,random,16384,16384,3925,60,1,1,1,1,2286
hoplite_0,16,70,random,16384,16384,4452,70,1,1,1,1,3050
hoplite_1,16,70,random,16384,16384,3990,70,1,1,1,1,2590
hoplite_0,16,80,random,16384,16384,4456,80,1,1,1,1,3226
hoplite_1,16,80,random,16384,16384,3914,80,1,1,1,1,2680
hoplite_0,16,90,random,16384,16384,4447,90,1,1,1,1,3324
hoplite_1,16,90,random,16384,16384,3948,90,1,1,1,1,2838
hoplite_0,16,100,random,16384,16384,4415,100,1,1,1,1,3394
hoplite_1,16,100,random,16384,16384,3934,100,1,1,1,1,2913
hoplite_0,16,10,local,16384,16384,9831,10,1,1,1,1,457
hoplite_1,16,10,local,16384,16384,9821,10,1,1,1,1,321
hoplite_0,16,20,local,16384,16384,5387,20,1,1,1,1,728
hoplite_1,16,20,local,16384,16384,5327,20,1,1,1,1,446
hoplite_0,16,30,local,16384,16384,4060,30,1,1,1,1,942
hoplite_1,16,30,local,16384,16384,3736,30,1,1,1,1,628
hoplite_0,16,40,local,16384,16384,3674,40,1,1,1,1,1273
hoplite_1,16,40,local,16384,16384,3229,40,1,1,1,1,781
hoplite_0,16,50,local,16384,16384,3457,50,1,1,1,1,1538
hoplite_1,16,50,local,16384,16384,2999,50,1,1,1,1,1028
hoplite_0,16,60,local,16384,16384,3424,60,1,1,1,1,1778
hoplite_1,16,60,local,16384,16384,2904,60,1,1,1,1,1279
hoplite_0,16,70,local,16384,16384,3332,70,1,1,1,1,1961
hoplite_1,16,70,local,16384,16384,2857,70,1,1,1,1,1472
hoplite_0,16,80,local,16384,16384,3394,80,1,1,1,1,2142
hoplite_1,16,80,local,16384,16384,2789,80,1,1,1,1,1581
hoplite_0,16,90,local,16384,16384,3345,90,1,1,1,1,2229
hoplite_1,16,90,local,16384,16384,2756,90,1,1,1,1,1653
hoplite_0,16,100,local,16384,16384,3274,100,1,1,1,1,2252
hoplite_1,16,100,local,16384,16384,2791,100,1,1,1,1,1771
hoplite_0,25,10,random,25600,25600,9859,10,1,1,1,1,826
hoplite_1,25,10,random,25600,25600,9842,10,1,1,1,1,593
hoplite_0,25,20,random,25600,25600,6482,20,1,1,1,1,1708
hoplite_1,25,20,random,25600,25600,5975,20,1,1,1,1,1243
hoplite_0,25,30,random,25600,25600,5963,30,1,1,1,1,2722
hoplite_1,25,30,random,25600,25600,5420,30,1,1,1,1,2240
hoplite_0,25,40,random,25600,25600,5901,40,1,1,1,1,3447
hoplite_1,25,40,random,25600,25600,5289,40,1,1,1,1,2813
hoplite_0,25,50,random,25600,25600,5782,50,1,1,1,1,3807
hoplite_1,25,50,random,25600,25600,5221,50,1,1,1,1,3267
hoplite_0,25,60,random,25600,25600,5796,60,1,1,1,1,4186
hoplite_1,25,60,random,25600,25600,5193,60,1,1,1,1,3521
hoplite_0,25,70,random,25600,25600,5745,70,1,1,1,1,4312
hoplite_1,25,70,random,25600,25600,5184,70,1,1,1,1,3766
hoplite_0,25,80,random,25600,25600,5807,80,1,1,1,1,4540
hoplite_1,25,80,random,25600,25600,5157,80,1,1,1,1,3912
hoplite_0,25,90,random,25600,25600,5749,90,1,1,1,1,4636
hoplite_1,25,90,random,25600,25600,5146,90,1,1,1,1,4033
hoplite_0,25,100,random,25600,25600,5764,100,1,1,1,1,4744
hoplite_1,25,100,random,25600,25600,5243,100,1,1,1,1,4221
hoplite_0,25,10,local,25600,25600,9839,10,1,1,1,1,556
hoplite_1,25,10,local,25600,25600,9820,10,1,1,1,1,382
hoplite_0,25,20,local,25600,25600,5572,20,1,1,1,1,971
hoplite_1,25,20,local,25600,25600,5320,20,1,1,1,1,601
hoplite_0,25,30,local,25600,25600,4658,30,1,1,1,1,1573
hoplite_1,25,30,local,25600,25600,4160,30,1,1,1,1,971
hoplite_0,25,40,local,25600,25600,4391,40,1,1,1,1,2029
hoplite_1,25,40,local,25600,25600,3783,40,1,1,1,1,1394
hoplite_0,25,50,local,25600,25600,4274,50,1,1,1,1,2336
hoplite_1,25,50,local,25600,25600,3619,50,1,1,1,1,1681
hoplite_0,25,60,local,25600,25600,4246,60,1,1,1,1,2684
hoplite_1,25,60,local,25600,25600,3600,60,1,1,1,1,1947
hoplite_0,25,70,local,25600,25600,4149,70,1,1,1,1,2735
hoplite_1,25,70,local,25600,25600,3594,70,1,1,1,1,2202
hoplite_0,25,80,local,25600,25600,4136,80,1,1,1,1,2899
hoplite_1,25,80,local,25600,25600,3552,80,1,1,1,1,2311
hoplite_0,25,90,local,25600,25600,4114,90,1,1,1,1,3011
hoplite_1,25,90,local,25600,25600,3570,90,1,1,1,1,2473
hoplite_0,25,100,local,25600,25600,4145,100,1,1,1,1,3124
hoplite_1,25,100,local,25600,25600,3533,100,1,1,1,1,2511
hoplite_0,36,10,random,36864,36864,9947,10,1,1,1,1,1210
hoplite_1,36,10,random,36864,36864,9912,10,1,1,1,1,877
hoplite_0,36,20,random,36864,36864,7474,20,1,1,1,1,2761
hoplite_1,36,20,random,36864,36864,6905,20,1,1,1,1,2182
hoplite_0,36,30,random,36864,36864,7233,30,1,1,1,1,4054
hoplite_1,36,30,random,36864,36864,6598,30,1,1,1,1,3455
hoplite_0,36,40,random,36864,36864,7100,40,1,1,1,1,4727
hoplite_1,36,40,random,36864,36864,6499,40,1,1,1,1,4103
hoplite_0,36,50,random,36864,36864,7048,50,1,1,1,1,5118
hoplite_1,36,50,random,36864,36864,6484,50,1,1,1,1,4579
hoplite_0,36,60,random,36864,36864,7052,60,1,1,1,1,5436
hoplite_1,36,60,random,36864,36864,6478,60,1,1,1,1,4821
hoplite_0,36,70,random,36864,36864,7087,70,1,1,1,1,5691
hoplite_1,36,70,random,36864,36864,6445,70,1,1,1,1,5005
hoplite_0,36,80,random,36864,36864,6996,80,1,1,1,1,5746
hoplite_1,36,80,random,36864,36864,6407,80,1,1,1,1,5172
hoplite_0,36,90,random,36864,36864,7052,90,1,1,1,1,5925
hoplite_1,36,90,random,36864,36864,6430,90,1,1,1,1,5314
hoplite_0,36,100,random,36864,36864,7031,100,1,1,1,1,6008
hoplite_1,36,100,random,36864,36864,6430,100,1,1,1,1,5411
hoplite_0,36,10,local,36864,36864,9897,10,1,1,1,1,793
hoplite_1,36,10,local,36864,36864,9879,10,1,1,1,1,504
hoplite_0,36,20,local,36864,36864,6011,20,1,1,1,1,1402
hoplite_1,36,20,local,36864,36864,5512,20,1,1,1,1,944
hoplite_0,36,30,local,36864,36864,5284,30,1,1,1,1,2255
hoplite_1,36,30,local,36864,36864,4675,30,1,1,1,1,1483
hoplite_0,36,40,local,36864,36864,5125,40,1,1,1,1,2828
hoplite_1,36,40,local,36864,36864,4410,40,1,1,1,1,2011
hoplite_0,36,50,local,36864,36864,4968,50,1,1,1,1,3042
hoplite_1,36,50,local,36864,36864,4389,50,1,1,1,1,2452
hoplite_0,36,60,local,36864,36864,4982,60,1,1,1,1,3373
hoplite_1,36,60,local,36864,36864,4384,60,1,1,1,1,2785
hoplite_0,36,70,local,36864,36864,4994,70,1,1,1,1,3572
hoplite_1,36,70,local,36864,36864,4345,70,1,1,1,1,2918
hoplite_0,36,80,local,36864,36864,4995,80,1,1,1,1,3732
hoplite_1,36,80,local,36864,36864,4359,80,1,1,1,1,3147
hoplite_0,36,90,local,36864,36864,4912,90,1,1,1,1,3802
hoplite_1,36,90,local,36864,36864,4288,90,1,1,1,1,3180
hoplite_0,36,100,local,36864,36864,5009,100,1,1,1,1,3988
hoplite_1,36,100,local,36864,36864,4312,100,1,1,1,1,3301
hoplite_0,49,10,random,50176,50176,10501,10,1,1,1,1,1780
hoplite_1,49,10,random,50176,50176,10124,10,1,1,1,1,1361
hoplite_0,49,20,random,50176,50176,8614,20,1,1,1,1,4054
hoplite_1,49,20,random,50176,50176,8014,20,1,1,1,1,3310
hoplite_0,49,30,random,50176,50176,8417,30,1,1,1,1,5226
hoplite_1,49,30,random,50176,50176,7794,30,1,1,1,1,4645
hoplite_0,49,40,random,50176,50176,8337,40,1,1,1,1,5958
hoplite_1,49,40,random,50176,50176,7769,40,1,1,1,1,5318
hoplite_0,49,50,random,50176,50176,8341,50,1,1,1,1,6412
hoplite_1,49,50,random,50176,50176,7721,50,1,1,1,1,5722
hoplite_0,49,60,random,50176,50176,8321,60,1,1,1,1,6677
hoplite_1,49,60,random,50176,50176,7732,60,1,1,1,1,6072
hoplite_0,49,70,random,50176,50176,8386,70,1,1,1,1,6951
hoplite_1,49,70,random,50176,50176,7715,70,1,1,1,1,6259
hoplite_0,49,80,random,50176,50176,8311,80,1,1,1,1,7052
hoplite_1,49,80,random,50176,50176,7773,80,1,1,1,1,6517
hoplite_0,49,90,random,50176,50176,8296,90,1,1,1,1,7188
hoplite_1,49,90,random,50176,50176,7771,90,1,1,1,1,6648
hoplite_0,49,100,random,50176,50176,8330,100,1,1,1,1,7310
hoplite_1,49,100,random,50176,50176,7682,100,1,1,1,1,6659
hoplite_0,49,10,local,50176,50176,9900,10,1,1,1,1,1026
hoplite_1,49,10,local,50176,50176,9854,10,1,1,1,1,650
hoplite_0,49,20,local,50176,50176,6537,20,1,1,1,1,2026
hoplite_1,49,20,local,50176,50176,5942,20,1,1,1,1,1387
hoplite_0,49,30,local,50176,50176,6030,30,1,1,1,1,2957
hoplite_1,49,30,local,50176,50176,5301,30,1,1,1,1,2115
hoplite_0,49,40,local,50176,50176,5896,40,1,1,1,1,3485
hoplite_1,49,40,local,50176,50176,5172,40,1,1,1,1,2762
hoplite_0,49,50,local,50176,50176,5785,50,1,1,1,1,3839
hoplite_1,49,50,local,50176,50176,5126,50,1,1,1,1,3165
hoplite_0,49,60,local,50176,50176,5778,60,1,1,1,1,4120
hoplite_1,49,60,local,50176,50176,5119,60,1,1,1,1,3471
hoplite_0,49,70,local,50176,50176,5732,70,1,1,1,1,4319
hoplite_1,49,70,local,50176,50176,5084,70,1,1,1,1,3665
hoplite_0,49,80,local,50176,50176,5777,80,1,1,1,1,4544
hoplite_1,49,80,local,50176,50176,5155,80,1,1,1,1,3927
hoplite_0,49,90,local,50176,50176,5803,90,1,1,1,1,4687
hoplite_1,49,90,local,50176,50176,5048,90,1,1,1,1,3925
hoplite_0,49,100,local,50176,50176,5788,100,1,1,1,1,4766
hoplite_1,49,100,local,50176,50176,5149,100,1,1,1,1,4129
hoplite_0,64,10,random,65536,65536,11178,10,1,1,1,1,2334
hoplite_1,64,10,random,65536,65536,10704,10,1,1,1,1,1995
hoplite_0,64,20,random,65536,65536,9854,20,1,1,1,1,5365
hoplite_1,64,20,random,65536,65536,9234,20,1,1,1,1,4609
hoplite_0,64,30,random,65536,65536,9657,30,1,1,1,1,6502
hoplite_1,64,30,random,65536,65536,9134,30,1,1,1,1,5949
hoplite_0,64,40,random,65536,65536,9595,40,1,1,1,1,7186
hoplite_1,64,40,random,65536,65536,9140,40,1,1,1,1,6692
hoplite_0,64,50,random,65536,65536,9626,50,1,1,1,1,7730
hoplite_1,64,50,random,65536,65536,9049,50,1,1,1,1,7138
hoplite_0,64,60,random,65536,65536,9690,60,1,1,1,1,8029
hoplite_1,64,60,random,65536,65536,8980,60,1,1,1,1,7349
hoplite_0,64,70,random,65536,65536,9683,70,1,1,1,1,8283
hoplite_1,64,70,random,65536,65536,9008,70,1,1,1,1,7583
hoplite_0,64,80,random,65536,65536,9610,80,1,1,1,1,8366
hoplite_1,64,80,random,65536,65536,9043,80,1,1,1,1,7788
hoplite_0,64,90,random,65536,65536,9647,90,1,1,1,1,8533
hoplite_1,64,90,random,65536,65536,9021,90,1,1,1,1,7897
hoplite_0,64,100,random,65536,65536,9680,100,1,1,1,1,8659
hoplite_1,64,100,random,65536,65536,9038,100,1,1,1,1,8017
hoplite_0,64,10,local,65536,65536,9965,10,1,1,1,1,1274
hoplite_1,64,10,local,65536,65536,9900,10,1,1,1,1,699
hoplite_0,64,20,local,65536,65536,7157,20,1,1,1,1,2600
hoplite_1,64,20,local,65536,65536,6492,20,1,1,1,1,1809
hoplite_0,64,30,local,65536,65536,6774,30,1,1,1,1,3593
hoplite_1,64,30,local,65536,65536,6061,30,1,1,1,1,2861
hoplite_0,64,40,local,65536,65536,6624,40,1,1,1,1,4333
hoplite_1,64,40,local,65536,65536,5922,40,1,1,1,1,3529
hoplite_0,64,50,local,65536,65536,6601,50,1,1,1,1,4704
hoplite_1,64,50,local,65536,65536,5904,50,1,1,1,1,3903
hoplite_0,64,60,local,65536,65536,6551,60,1,1,1,1,4938
hoplite_1,64,60,local,65536,65536,5886,60,1,1,1,1,4249
hoplite_0,64,70,local,65536,65536,6541,70,1,1,1,1,5164
hoplite_1,64,70,local,65536,65536,5870,70,1,1,1,1,4467
hoplite_0,64,80,local,65536,65536,6541,80,1,1,1,1,5317
hoplite_1,64,80,local,65536,65536,5944,80,1,1,1,1,4662
hoplite_0,64,90,local,65536,65536,6589,90,1,1,1,1,5491
hoplite_1,64,90,local,65536,65536,5932,90,1,1,1,1,4805
hoplite_0,64,100,local,65536,65536,6575,100,1,1,1,1,5558
hoplite_1,64,100,local,65536,65536,5920,100,1,1,1,1,4899
hoplite_2,9,100,random,9216,9216,2302,100,1,1,1,1,1287
hoplite_3,9,100,random,9216,9216,1972,100,1,1,1,1,956
hoplite_4,9,100,random,9216,9216,1840,100,1,1,1,1,826
hoplite_5,9,100,random,9216,9216,1735,100,1,1,1,1,721
hoplite_6,9,100,random,9216,9216,1709,100,1,1,1,1,698
hoplite_7,9,100,random,9216,9216,1613,100,1,1,1,1,610
hoplite_8,9,100,random,9216,9216,1597,100,1,1,1,1,589
hoplite_9,9,100,random,9216,9216,1527,100,1,1,1,1,546
hoplite_2,16,100,random,16384,16384,2922,100,1,1,1,1,1901
hoplite_3,16,100,random,16384,16384,2411,100,1,1,1,1,1398
hoplite_4,16,100,random,16384,16384,2217,100,1,1,1,1,1204
hoplite_5,16,100,random,16384,16384,2052,100,1,1,1,1,1036
hoplite_6,16,100,random,16384,16384,1859,100,1,1,1,1,855
hoplite_7,16,100,random,16384,16384,1827,100,1,1,1,1,862
hoplite_8,16,100,random,16384,16384,1762,100,1,1,1,1,761
hoplite_9,16,100,random,16384,16384,1746,100,1,1,1,1,755
hoplite_2,25,100,random,25600,25600,3484,100,1,1,1,1,2469
hoplite_3,25,100,random,25600,25600,2831,100,1,1,1,1,1815
hoplite_4,25,100,random,25600,25600,2511,100,1,1,1,1,1495
hoplite_5,25,100,random,25600,25600,2283,100,1,1,1,1,1268
hoplite_6,25,100,random,25600,25600,2148,100,1,1,1,1,1151
hoplite_7,25,100,random,25600,25600,2064,100,1,1,1,1,1076
hoplite_8,25,100,random,25600,25600,1980,100,1,1,1,1,998
hoplite_9,25,100,random,25600,25600,1924,100,1,1,1,1,932
hoplite_2,36,100,random,36864,36864,4177,100,1,1,1,1,3159
hoplite_3,36,100,random,36864,36864,3266,100,1,1,1,1,2249
hoplite_4,36,100,random,36864,36864,2833,100,1,1,1,1,1828
hoplite_5,36,100,random,36864,36864,2580,100,1,1,1,1,1565
hoplite_6,36,100,random,36864,36864,2331,100,1,1,1,1,1332
hoplite_7,36,100,random,36864,36864,2265,100,1,1,1,1,1317
hoplite_8,36,100,random,36864,36864,2116,100,1,1,1,1,1129
hoplite_9,36,100,random,36864,36864,2079,100,1,1,1,1,1065
hoplite_2,49,100,random,50176,50176,4800,100,1,1,1,1,3784
hoplite_3,49,100,random,50176,50176,3702,100,1,1,1,1,2706
hoplite_4,49,100,random,50176,50176,3196,100,1,1,1,1,2179
hoplite_5,49,100,random,50176,50176,2809,100,1,1,1,1,1823
hoplite_6,49,100,random,50176,50176,2592,100,1,1,1,1,1583
hoplite_7,49,100,random,50176,50176,2501,100,1,1,1,1,1485
hoplite_8,49,100,random,50176,50176,2319,100,1,1,1,1,1334
hoplite_9,49,100,random,50176,50176,2198,100,1,1,1,1,1232
hoplite_2,64,100,random,65536,65536,5499,100,1,1,1,1,4477
hoplite_3,64,100,random,65536,65536,4161,100,1,1,1,1,3142
hoplite_4,64,100,random,65536,65536,3504,100,1,1,1,1,2496
hoplite_5,64,100,random,65536,65536,3098,100,1,1,1,1,2102
hoplite_6,64,100,random,65536,65536,2851,100,1,1,1,1,1870
hoplite_7,64,100,random,65536,65536,2622,100,1,1,1,1,1626
hoplite_8,64,100,random,65536,65536,2465,100,1,1,1,1,1501
hoplite_9,64,100,random,65536,65536,2389,100,1,1,1,1,1407
fc4_BFT0,64,100,bomhof_2,8761,8761,1660,1.000,.082,471,1367,3299013,1372
fc4_BFT0,64,100,add20,5530,5530,772,1.000,.111,410,584,1434977,589
fc4_BFT0,64,100,bomhof_1,13376,13376,5855,1.000,.035,4254,5647,29614994,5652
fc4_BFT0,64,100,amazon,327552,327552,12753,1.000,.401,211,8104,1319303047,8110
fc4_BFT0,64,100,bomhof_3,15564,15564,2210,1.000,.110,856,1923,9717090,1928
fc4_BFT0,64,100,hamm,30517,30517,7902,1.000,.060,5622,7397,109925012,7402
fc4_BFT0,64,100,google,757277,757277,15369,1.000,.769,102,1479,241728707,1484
fc4_BFT0,64,100,human,359558,359558,121340,1.000,.046,1732,114261,18390268623,114266
fc4_BFT0,64,100,simucad_dac,2504,2504,717,1.000,.054,508,679,612337,684
fc4_BFT0,64,100,simucad_ram2k,26644,26644,11044,1.000,.037,9729,10667,113707089,10678
fc4_BFT0,64,100,roadnet,1488956,1488956,27055,1.000,.859,6,1,47971,6
fc4_BFT0,64,100,soc,372356,372356,113996,1.000,.051,76654,110675,17396686558,110680
fc4_BFT0,64,100,stanford,274905,274905,5572,1.000,.770,24,154,2407148,174
fc4_BFT0,64,100,wiki,29463,29463,7666,1.000,.060,558,5458,80718711,5464
fc4_BFT1,64,100,add20,5530,5530,644,1.000,.134,293,515,936596,519
fc4_BFT1,64,100,bomhof_1,13376,13376,2690,1.000,.077,2049,2495,15522124,2500
fc4_BFT1,64,100,amazon,327552,327552,7632,1.000,.670,101,1400,197502924,1407
